Match_ID,Date,Year,Format,Opponent,Venue,City,Innings,Batting_Position,Runs,Balls,Fours,Sixes,Strike_Rate,Dismissal,Not_Out,Hundred,Fifty,Result,Player_of_Match,Captaincy,Captaincy_Basis,City_Source
343732,18-08-2008,2008,ODI,Sri Lanka,Rangiri Dambulla International Stadium,Dambulla,1,2,12,22,1,0,54.55,lbw,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Manually Verified
343733,20-08-2008,2008,ODI,Sri Lanka,Rangiri Dambulla International Stadium,Dambulla,2,2,37,67,6,0,55.22,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Manually Verified
343734,24-08-2008,2008,ODI,Sri Lanka,R Premadasa Stadium,Colombo,1,1,25,38,4,0,65.79,run out,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
366341,27-08-2008,2008,ODI,Sri Lanka,R Premadasa Stadium,Colombo,1,1,54,66,7,0,81.82,bowled,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
343736,29-08-2008,2008,ODI,Sri Lanka,R Premadasa Stadium,Colombo,2,1,31,46,3,1,67.39,lbw,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
403383,14-09-2009,2009,ODI,Sri Lanka,R Premadasa Stadium,Colombo,1,7,2,2,0,0,100,Not Out,Yes,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
415278,26-09-2009,2009,ODI,Pakistan,SuperSport Park,Centurion,2,4,16,24,1,0,66.67,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
415284,30-09-2009,2009,ODI,West Indies,New Wanderers Stadium,Johannesburg,2,4,79,104,9,2,75.96,Not Out,Yes,No,Yes,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
416236,25-10-2009,2009,ODI,Australia,Reliance Stadium,Vadodara,2,4,30,41,3,0,73.17,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
416239,02-11-2009,2009,ODI,Australia,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,3,10,16,1,0,62.5,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
430886,15-12-2009,2009,ODI,Sri Lanka,Madhavrao Scindia Cricket Ground,Rajkot,1,7,27,19,4,0,142.11,bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
430887,18-12-2009,2009,ODI,Sri Lanka,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,1,4,54,65,7,0,83.08,lbw,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
430889,24-12-2009,2009,ODI,Sri Lanka,Eden Gardens,Kolkata,2,4,107,114,11,1,93.86,caught,No,Yes,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
434259,05-01-2010,2010,ODI,Sri Lanka,Shere Bangla National Stadium,Mirpur,1,3,9,12,1,0,75,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
434260,07-01-2010,2010,ODI,Bangladesh,Shere Bangla National Stadium,Mirpur,2,3,91,102,7,0,89.22,caught and bowled,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
434262,10-01-2010,2010,ODI,Sri Lanka,Shere Bangla National Stadium,Mirpur,2,3,71,68,9,0,104.41,Not Out,Yes,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
434263,11-01-2010,2010,ODI,Bangladesh,Shere Bangla National Stadium,Mirpur,2,3,102,95,11,0,107.37,Not Out,Yes,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
434264,13-01-2010,2010,ODI,Sri Lanka,Shere Bangla National Stadium,Mirpur,1,3,2,8,0,0,25,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
441827,21-02-2010,2010,ODI,South Africa,Sawai Mansingh Stadium,Jaipur,1,5,31,46,1,0,67.39,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
441829,27-02-2010,2010,ODI,South Africa,"Sardar Patel Stadium, Motera",Ahmedabad,2,3,57,71,4,1,80.28,caught,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
452147,30-05-2010,2010,ODI,Sri Lanka,Queens Sports Club,Bulawayo,2,3,82,92,4,0,89.13,caught,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
452149,03-06-2010,2010,ODI,Zimbabwe,Harare Sports Club,Harare,1,3,18,29,1,0,62.07,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Derived from Venue
452150,05-06-2010,2010,ODI,Sri Lanka,Harare Sports Club,Harare,1,3,68,95,5,0,71.58,caught,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Derived from Venue
452153,12-06-2010,2010,T20,Zimbabwe,Harare Sports Club,Harare,2,5,26,21,3,1,123.81,Not Out,Yes,No,No,Win,No,Non-Captain,International captaincy tenure by format,Derived from Venue
455232,16-06-2010,2010,ODI,Bangladesh,Rangiri Dambulla International Stadium,Dambulla,2,3,11,22,0,0,50,stumped,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Manually Verified
455234,19-06-2010,2010,ODI,Pakistan,Rangiri Dambulla International Stadium,Dambulla,2,3,18,27,1,0,66.67,bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Manually Verified
455236,22-06-2010,2010,ODI,Sri Lanka,Rangiri Dambulla International Stadium,Dambulla,1,3,10,14,1,0,71.43,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Manually Verified
455237,24-06-2010,2010,ODI,Sri Lanka,Rangiri Dambulla International Stadium,Dambulla,1,3,28,34,4,0,82.35,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Manually Verified
456663,16-08-2010,2010,ODI,Sri Lanka,Rangiri Dambulla International Stadium,Dambulla,2,3,0,3,0,0,0,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Manually Verified
456665,25-08-2010,2010,ODI,New Zealand,Rangiri Dambulla International Stadium,Dambulla,1,3,8,16,1,0,50,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Manually Verified
456668,28-08-2010,2010,ODI,Sri Lanka,Rangiri Dambulla International Stadium,Dambulla,2,3,37,57,5,0,64.91,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Manually Verified
464529,20-10-2010,2010,ODI,Australia,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,2,3,118,121,11,1,97.52,caught,No,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
467883,28-11-2010,2010,ODI,New Zealand,Nehru Stadium,Guwahati,1,3,105,104,10,0,100.96,caught,No,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
467884,01-12-2010,2010,ODI,New Zealand,Sawai Mansingh Stadium,Jaipur,2,3,64,73,8,0,87.67,caught,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
467885,04-12-2010,2010,ODI,New Zealand,Reliance Stadium,Vadodara,2,3,63,70,6,2,90,Not Out,Yes,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
467886,07-12-2010,2010,ODI,New Zealand,M Chinnaswamy Stadium,Bangalore,2,3,0,2,0,0,0,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
467887,10-12-2010,2010,ODI,New Zealand,"MA Chidambaram Stadium, Chepauk",Chennai,2,3,2,8,0,0,25,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
463149,09-01-2011,2011,T20,South Africa,Moses Mabhida Stadium,Durban,1,1,28,19,5,0,147.37,bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
463150,12-01-2011,2011,ODI,South Africa,Kingsmead,Durban,2,3,54,70,2,1,77.14,caught,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
463151,15-01-2011,2011,ODI,South Africa,New Wanderers Stadium,Johannesburg,1,3,22,34,1,0,64.71,run out,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
463152,18-01-2011,2011,ODI,South Africa,Newlands,Cape Town,2,3,28,41,5,0,68.29,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
463153,21-01-2011,2011,ODI,South Africa,St George's Park,Port Elizabeth,2,3,87,92,7,2,94.57,Not Out,Yes,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
463154,23-01-2011,2011,ODI,South Africa,SuperSport Park,Centurion,2,3,2,6,0,0,33.33,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
433558,19-02-2011,2011,ODI,Bangladesh,Shere Bangla National Stadium,Mirpur,1,4,100,83,8,2,120.48,Not Out,Yes,Yes,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
433568,27-02-2011,2011,ODI,England,M Chinnaswamy Stadium,Bangalore,1,7,8,5,1,0,160,bowled,No,No,No,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Cricsheet
433578,06-03-2011,2011,ODI,Ireland,M Chinnaswamy Stadium,Bangalore,2,4,34,53,3,0,64.15,Not Out,Yes,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
433582,09-03-2011,2011,ODI,Netherlands,Feroz Shah Kotla,Delhi,2,5,12,20,2,0,60,bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
433586,12-03-2011,2011,ODI,South Africa,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,1,7,1,3,0,0,33.33,caught and bowled,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
433599,20-03-2011,2011,ODI,West Indies,"MA Chidambaram Stadium, Chepauk",Chennai,1,3,59,76,5,0,77.63,bowled,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
433601,24-03-2011,2011,ODI,Australia,"Sardar Patel Stadium, Motera",Ahmedabad,2,4,24,33,1,0,72.73,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
433605,30-03-2011,2011,ODI,Pakistan,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,4,9,21,0,0,42.86,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
433606,02-04-2011,2011,ODI,Sri Lanka,Wankhede Stadium,Mumbai,2,4,35,49,4,0,71.43,caught and bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
489220,04-06-2011,2011,T20,West Indies,"Queen's Park Oval, Port of Spain",Trinidad,1,3,14,12,2,0,116.67,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
489221,06-06-2011,2011,ODI,West Indies,"Queen's Park Oval, Port of Spain",Trinidad,2,3,2,8,0,0,25,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
489222,08-06-2011,2011,ODI,West Indies,"Queen's Park Oval, Port of Spain",Trinidad,2,3,81,103,6,1,78.64,caught,No,No,Yes,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
489223,11-06-2011,2011,ODI,West Indies,"Sir Vivian Richards Stadium, North Sound",Antigua,2,3,0,1,0,0,0,lbw,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
489224,13-06-2011,2011,ODI,West Indies,"Sir Vivian Richards Stadium, North Sound",Antigua,2,3,22,33,1,0,66.67,stumped,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
489225,16-06-2011,2011,ODI,West Indies,"Sabina Park, Kingston",Jamaica,1,3,94,104,10,0,90.38,run out,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
489226,20-06-2011,2011,Test,West Indies,"Sabina Park, Kingston",Jamaica,1,5,4,10,1,0,40,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
489226,20-06-2011,2011,Test,West Indies,"Sabina Park, Kingston",Jamaica,3,5,15,54,2,0,27.78,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
489227,28-06-2011,2011,Test,West Indies,"Kensington Oval, Bridgetown",Barbados,1,5,0,2,0,0,0,caught,No,No,No,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Cricsheet
489227,28-06-2011,2011,Test,West Indies,"Kensington Oval, Bridgetown",Barbados,3,5,27,107,1,1,25.23,caught,No,No,No,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Cricsheet
489228,06-07-2011,2011,Test,West Indies,"Windsor Park, Roseau",Dominica,2,5,30,53,2,0,56.6,caught,No,No,No,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Cricsheet
474476,31-08-2011,2011,T20,England,Old Trafford,Manchester,1,4,4,5,0,0,80,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
474477,03-09-2011,2011,ODI,England,Riverside Ground,Chester-le-Street,1,4,55,73,4,0,75.34,bowled,No,No,Yes,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Cricsheet
474478,06-09-2011,2011,ODI,England,The Rose Bowl,Southampton,1,4,9,9,0,0,100,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
474479,09-09-2011,2011,ODI,England,Kennington Oval,London,1,4,7,18,0,0,38.89,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
474480,11-09-2011,2011,ODI,England,Lord's,London,1,4,16,36,1,0,44.44,caught,No,No,No,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Cricsheet
474481,16-09-2011,2011,ODI,England,Sophia Gardens,Cardiff,1,4,107,93,9,1,115.05,hit wicket,No,Yes,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
521218,14-10-2011,2011,ODI,England,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,1,4,37,63,0,0,58.73,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
521219,17-10-2011,2011,ODI,England,Feroz Shah Kotla,Delhi,2,4,112,98,16,0,114.29,Not Out,Yes,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
521220,20-10-2011,2011,ODI,England,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,4,35,30,5,0,116.67,lbw,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
521221,23-10-2011,2011,ODI,England,Wankhede Stadium,Mumbai,2,4,86,99,11,0,86.87,Not Out,Yes,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
521222,25-10-2011,2011,ODI,England,Eden Gardens,Kolkata,1,3,0,5,0,0,0,bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
521217,29-10-2011,2011,T20,England,Eden Gardens,Kolkata,1,3,15,16,3,0,93.75,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
535999,22-11-2011,2011,Test,West Indies,Wankhede Stadium,Mumbai,2,6,52,111,5,0,46.85,caught,No,No,Yes,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Cricsheet
535999,22-11-2011,2011,Test,West Indies,Wankhede Stadium,Mumbai,4,6,63,114,3,1,55.26,caught,No,No,Yes,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Cricsheet
536929,29-11-2011,2011,ODI,West Indies,Barabati Stadium,Cuttack,2,4,3,6,0,0,50,bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
536930,02-12-2011,2011,ODI,West Indies,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,2,4,117,123,14,0,95.12,caught,No,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
536931,05-12-2011,2011,ODI,West Indies,"Sardar Patel Stadium, Motera",Ahmedabad,2,4,20,30,3,0,66.67,lbw,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
536932,08-12-2011,2011,ODI,West Indies,Holkar Cricket Stadium,Indore,1,6,23,11,3,0,209.09,Not Out,Yes,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
536933,11-12-2011,2011,ODI,West Indies,"MA Chidambaram Stadium, Chepauk",Chennai,1,5,80,85,5,0,94.12,caught,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
518950,26-12-2011,2011,Test,Australia,Melbourne Cricket Ground,Melbourne,2,7,11,21,1,0,52.38,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Derived from Venue
518950,26-12-2011,2011,Test,Australia,Melbourne Cricket Ground,Melbourne,4,6,0,1,0,0,0,lbw,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Derived from Venue
518951,03-01-2012,2012,Test,Australia,Sydney Cricket Ground,Sydney,1,6,23,41,3,0,56.1,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Derived from Venue
518951,03-01-2012,2012,Test,Australia,Sydney Cricket Ground,Sydney,3,6,9,24,2,0,37.5,lbw,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Derived from Venue
518952,13-01-2012,2012,Test,Australia,Western Australia Cricket Association Ground,Perth,1,6,44,81,6,0,54.32,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
518952,13-01-2012,2012,Test,Australia,Western Australia Cricket Association Ground,Perth,3,6,75,136,9,0,55.15,caught,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
518953,24-01-2012,2012,Test,Australia,Adelaide Oval,Adelaide,2,6,116,213,11,1,54.46,lbw,No,Yes,No,Loss,No,Non-Captain,International captaincy tenure by format,Derived from Venue
518953,24-01-2012,2012,Test,Australia,Adelaide Oval,Adelaide,4,6,22,62,2,0,35.48,run out,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Derived from Venue
518954,01-02-2012,2012,T20,Australia,Stadium Australia,Sydney,2,3,22,21,0,1,104.76,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
518955,03-02-2012,2012,T20,Australia,Melbourne Cricket Ground,Melbourne,2,3,31,24,3,0,129.17,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Derived from Venue
518956,05-02-2012,2012,ODI,Australia,Melbourne Cricket Ground,Melbourne,2,3,31,34,3,0,91.18,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Derived from Venue
518957,08-02-2012,2012,ODI,Sri Lanka,Western Australia Cricket Association Ground,Perth,2,3,77,94,8,1,81.91,run out,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
518959,12-02-2012,2012,ODI,Australia,Adelaide Oval,Adelaide,2,3,18,28,1,0,64.29,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Derived from Venue
518960,14-02-2012,2012,ODI,Sri Lanka,Adelaide Oval,Adelaide,2,3,15,25,1,0,60,lbw,No,No,No,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Derived from Venue
518962,19-02-2012,2012,ODI,Australia,"Brisbane Cricket Ground, Woolloongabba",Brisbane,2,3,12,25,0,0,48,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
518963,21-02-2012,2012,ODI,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba",Brisbane,2,4,66,83,2,0,79.52,caught,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
518965,26-02-2012,2012,ODI,Australia,Sydney Cricket Ground,Sydney,2,4,21,27,2,0,77.78,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Derived from Venue
518966,28-02-2012,2012,ODI,Sri Lanka,Bellerive Oval,Hobart,2,4,133,86,16,2,154.65,Not Out,Yes,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
535795,13-03-2012,2012,ODI,Sri Lanka,Shere Bangla National Stadium,Mirpur,1,3,108,120,7,0,90,caught,No,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
535797,16-03-2012,2012,ODI,Bangladesh,Shere Bangla National Stadium,Mirpur,1,3,66,82,5,0,80.49,bowled,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
535798,18-03-2012,2012,ODI,Pakistan,Shere Bangla National Stadium,Mirpur,2,3,183,148,22,2,123.65,caught,No,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
564781,21-07-2012,2012,ODI,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,1,3,106,113,9,0,93.81,caught,No,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
564782,24-07-2012,2012,ODI,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,1,3,1,5,0,0,20,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
564783,28-07-2012,2012,ODI,Sri Lanka,R Premadasa Stadium,Colombo,2,3,38,65,2,0,58.46,caught and bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
564784,31-07-2012,2012,ODI,Sri Lanka,R Premadasa Stadium,Colombo,2,3,128,119,12,2,107.56,Not Out,Yes,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
564785,04-08-2012,2012,ODI,Sri Lanka,Pallekele International Cricket Stadium,Kandy,1,3,23,35,2,0,65.71,lbw,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Derived from Venue
564786,07-08-2012,2012,T20,Sri Lanka,Pallekele International Cricket Stadium,Kandy,1,3,68,48,11,1,141.67,caught,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Derived from Venue
565817,23-08-2012,2012,Test,New Zealand,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,1,5,58,107,8,0,54.21,caught,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
565818,31-08-2012,2012,Test,New Zealand,M Chinnaswamy Stadium,Bangalore,2,5,103,193,14,1,53.37,lbw,No,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
565818,31-08-2012,2012,Test,New Zealand,M Chinnaswamy Stadium,Bangalore,4,5,51,82,9,0,62.2,Not Out,Yes,No,Yes,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
565820,11-09-2012,2012,T20,New Zealand,"MA Chidambaram Stadium, Chepauk",Chennai,2,2,70,41,10,1,170.73,caught,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
533281,23-09-2012,2012,T20,England,R Premadasa Stadium,Colombo,1,3,40,32,6,0,125,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
533287,28-09-2012,2012,T20,Australia,R Premadasa Stadium,Colombo,1,3,15,13,2,0,115.38,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
533291,30-09-2012,2012,T20,Pakistan,R Premadasa Stadium,Colombo,2,3,78,61,8,2,127.87,Not Out,Yes,No,Yes,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
533295,02-10-2012,2012,T20,South Africa,R Premadasa Stadium,Colombo,1,3,2,6,0,0,33.33,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
565806,15-11-2012,2012,Test,England,"Sardar Patel Stadium, Motera",Ahmedabad,1,5,19,67,3,0,28.36,bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
565806,15-11-2012,2012,Test,England,"Sardar Patel Stadium, Motera",Ahmedabad,4,3,14,21,3,0,66.67,Not Out,Yes,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
565807,23-11-2012,2012,Test,England,Wankhede Stadium,Mumbai,1,5,19,55,3,0,34.55,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
565807,23-11-2012,2012,Test,England,Wankhede Stadium,Mumbai,3,5,7,13,1,0,53.85,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
565808,05-12-2012,2012,Test,England,Eden Gardens,Kolkata,1,5,6,24,1,0,25,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
565808,05-12-2012,2012,Test,England,Eden Gardens,Kolkata,3,5,20,60,3,0,33.33,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
565809,13-12-2012,2012,Test,England,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,2,5,103,295,11,0,34.92,lbw,No,Yes,No,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Cricsheet
565810,20-12-2012,2012,T20,England,Subrata Roy Sahara Stadium,Pune,2,3,21,17,2,0,123.53,bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
565811,22-12-2012,2012,T20,England,Wankhede Stadium,Mumbai,1,3,38,20,7,0,190,lbw,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
589306,25-12-2012,2012,T20,Pakistan,M Chinnaswamy Stadium,Bangalore,1,3,9,11,1,0,81.82,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
589307,28-12-2012,2012,T20,Pakistan,"Sardar Patel Stadium, Motera",Ahmedabad,1,3,27,22,3,0,122.73,Not Out,Yes,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
589308,30-12-2012,2012,ODI,Pakistan,"MA Chidambaram Stadium, Chepauk",Chennai,1,3,0,5,0,0,0,bowled,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
589309,03-01-2013,2013,ODI,Pakistan,Eden Gardens,Kolkata,2,3,6,9,1,0,66.67,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
589310,06-01-2013,2013,ODI,Pakistan,Feroz Shah Kotla,Delhi,1,3,7,17,1,0,41.18,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
565812,11-01-2013,2013,ODI,England,Saurashtra Cricket Association Stadium,Rajkot,2,3,15,22,1,0,68.18,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
565813,15-01-2013,2013,ODI,England,Nehru Stadium,Kochi,1,3,37,54,1,1,68.52,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
565814,19-01-2013,2013,ODI,England,JSCA International Stadium Complex,Ranchi,2,3,77,79,9,2,97.47,Not Out,Yes,No,Yes,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
565815,23-01-2013,2013,ODI,England,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,3,26,33,3,0,78.79,caught and bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
565816,27-01-2013,2013,ODI,England,Himachal Pradesh Cricket Association Stadium,Dharamsala,1,3,0,1,0,0,0,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
598812,22-02-2013,2013,Test,Australia,"MA Chidambaram Stadium, Chepauk",Chennai,2,5,107,206,15,1,51.94,caught,No,Yes,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
598813,02-03-2013,2013,Test,Australia,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2,5,34,92,3,0,36.96,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
598814,14-03-2013,2013,Test,Australia,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,5,67,129,7,1,51.94,Not Out,Yes,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
598814,14-03-2013,2013,Test,Australia,"Punjab Cricket Association Stadium, Mohali",Chandigarh,4,3,34,61,6,0,55.74,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
